IACO,Reg,Desc,Plane Type,Blah,BlahBlah
78048C,B-6130,Gov of PRC,Airbus A330-243,A332,Gov
7BC006,B-2479,Gov of PRC,Boeing 747,B748,Gov
7C19C6,VH-FDK,Royal Flying Doctor Service,Pilatus PC-12 45,,
7C1A0C,VH-FFI,Royal Flying Doctor Service,B200 Super King Air,,
7C1B2B,VH-FNH,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1C44,VH-FVA,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1C45,VH-FVB,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1C48,VH-FVE,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1C49,VH-FVF,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1C95,VH-FXJ,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1C99,VH-FXN,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1CA2,VH-FXW,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1CA5,VH-FXZ,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C1CE4,VH-FZQ,Royal Flying Doctor Service,Pilatus PC-24,,
7C2BA6,VH-IWO,Royal Flying Doctor Service,Pilatus PC-24,,
7C2E09,VH-JDN,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C2E54,VH-JFQ,Royal Flying Doctor Service,Eurocopter EC145 C-2,,
7C2E59,VH-JFV,Royal Flying Doctor Service,Eurocopter EC145 C-2,,
7C35C6,VH-KWO,Royal Flying Doctor Service,Pilatus PC-24,,
7C3AD6,VH-LWO,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C3FCB,VH-MVX,Royal Flying Doctor Service,B200C Super King Air,,
7C3FE2,VH-MWK,Royal Flying Doctor Service,B200 Super King Air,,
7C4270,VH-NEQ,AirMed Australia,Cessna Citation Mustang,,
7C44F6,VH-NWO,Royal Flying Doctor Service,Pilatus PC-24,,
7C4991,VH-OTF,Royal Australian Air Force Museum,BIPLANE,,
7C49DA,VH-OVG,CareFlight,Gulfstream G150,,
7C49F8,VH-OWA,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C49FB,VH-OWD,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C49FE,VH-OWG,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C4A01,VH-OWJ,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C4A0A,VH-OWS,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C4A0C,VH-OWU,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C4A0F,VH-OWX,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C4A10,VH-OWY,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C4A11,VH-OWZ,Royal Flying Doctor Service,Pilatus PC-12 47E,,
7C4F1F,VH-PWX,AirMed Australia,Cessna Citation Mustang,,
7C56C7,VH-RFD,Royal Flying Doctor Service,B200C Super King Air,,
7C6A53,VH-VAD,Air Ambulance Victoria,B200C Super King Air,,
7C6A54,VH-VAE,Air Ambulance Victoria,B200C Super King Air,,
7C6A57,VH-VAH,Air Ambulance Victoria,B200C Super King Air,,
7C6A58,VH-VAI,Air Ambulance Victoria,B200C Super King Air,,
7C6A62,VH-VAS,Mac Rescue,Bell 412EP,,
7C6D76,VH-VWO,Royal Flying Doctor Service,Pilatus PC-24,,
7C7CC3,VH-YXH,Air Ambulance Victoria,AgustaWestland AW.139,,
7C7CC4,VH-YXI,Air Ambulance Victoria,AgustaWestland AW.139,,
7C7EF0,VH-ZCY,CareFlight,B200 Super King Air,,
7C81CC,VH-ZXA,Westpac Rescue Helicopter Service,AgustaWestland AW.139,,
7C81CD,VH-ZXB,Westpac Rescue Helicopter Service,AgustaWestland AW.139,,
7C81CE,VH-ZXC,Westpac Rescue Helicopter Service,AgustaWestland AW.139,,
7C81CF,VH-ZXD,Westpac Rescue Helicopter Service,AgustaWestland AW.139,,
8002CD,K3603,Gov of India,Embraer Legacy 600,E35L,Gov
8404FD,JA01AX,Aero Asahi Corporation,Bell 430,,
840891,JA02AX,Aero Asahi Corporation,Bell 430,,
862CB8,JA6512,Aero Asahi Corporation,Eurocopter AS350 Squirrel B3,,
863AEC,JA6908,Aero Asahi Corporation,MD 900 Explorer,,
863B07,JA6911,Aero Asahi Corporation,MD 900 Explorer,,
87C002,80-1111,Government of Japan,Boeing 777-ER,,
87C003,80-1112,Japan Air Self Defence Force,Boeing 777-3ER,,
87CC08,87-3602,Japan Air Self-Defense Force,Boeing KC-767J,,
87CC0A,622557,Japanese Air Self Defence Force,Boeing KC-767J,,
87CC0B,87-3601,Japan Air Self-Defense Force,Boeing KC-767J,,
894001,A9C-BRF,Bahrain Amiri Flight,Gulfstream G650,GLF6,Gov
894011,A9C-BDF,Bahrain Defence Force,Avro 146-RJ85,RJ85,Gov
894014,A9C-HMK,Bahrain Amiri Flight,Boeing 747,B744,Gov
894016,A9C-HWR,Bahrain Defence Force,Avro 146-RJ85,RJ85,Gov
894042,A9C-AWL,Bahrain Defence Force,Avro 146-RJ100,RJ1H,Gov
89404D,A9C-HMH,Bahrain Amiri Flight,Boeing 767-ER,B764,Gov
894055,A9C-BHR,Bahrain Amiri Flight,Gulfstream G450,GLF4,Gov
894060,A9C-BRN,Bahrain Amiri Flight,Gulfstream G550,GLF5,Gov
89407F,A9C-BAH,Bahrain Amiri Flight,Gulfstream G650,GLF6,Gov
894081,A9C-ISA,Bahrain Defence Force,Boeing 737NG,B738,Gov
8940B2,A9C-HIA,Bahrain Amiri Flight,AgustaWestland AW.139,A139,Gov
89605A,A6-HRS,Dubai Air Wing,Boeing 737-BBJ,B737,Gov
896060,A6-YAS,Abu Dhabi Amiri Flight,Boeing 747,B744,Gov
896063,A6-ESH,Sharjah Rulers Flight,Airbus ACJ319-132,A319,Gov
89607A,A6-MRM,Dubai Air Wing,Boeing 737NG-BBJ2,B738,Gov
8960AE,A6-MMM,Dubai Air Wing,Boeing 747,B744,Gov
8960B1,A6-AUH,Abu Dhabi Amiri Flight,Boeing 737NG-BBJ2,B738,Gov
8960B4,A6-HRM,Dubai Air Wing,Boeing 747,B744,Gov
896101,A6-UAE,Abu Dhabi Amiri Flight,Boeing 747,B744,Gov
896103,A6-HEH,Dubai Air Wing,Boeing 737NG-BBJ2,B738,Gov
89615A,A6-MRS,Dubai Air Wing,Boeing 737NG-BBJ2,B738,Gov
8961B4,A6-COM,Dubai Air Wing,Boeing 747,B744,Gov
8961DB,A6-RJ1,Dubai Air Wing,Avro 146-RJ85,RJ85,Gov
8961DC,A6-RJ2,Dubai Air Wing,Avro 146-RJ85,RJ85,Gov
89621F,A6-DLM,Abu Dhabi Amiri Flight,Airbus A320-212,A320,Gov
89624B,A6-HMS,Gov of Fujairah,Airbus A320-232,A320,Gov
896264,A6-ALN,Abu Dhabi Amiri Flight,Boeing 777-ER,B77L,Gov
896272,A6-GGP,Dubai Air Wing,Boeing 747,B744,Gov
89629F,A6-SIL,Abu Dhabi Amiri Flight,Boeing 777-ER,B77W,Gov
8962E9,A6-PFA,Abu Dhabi Amiri Flight,Boeing 747,B748,Gov
89636E,A6-PFC,Abu Dhabi Amiri Flight,Boeing 787,B788,Gov
896381,A6-MED,National Ambulance Company,Bell 412EP,,
896430,A6-FZZ,Dubai Air Wing,Boeing 737NG-BBJ2,B738,Gov
896436,A6-SHJ,Sharjah Rulers Flight,Airbus ACJ320-232XSL,A320,Gov
896438,A6-HHH,Dubai Air Wing,Gulfstream G650,GLF6,Gov
8964C9,A6-PFE,Abu Dhabi Amiri Flight,Boeing 787-BBJ,B789,Gov
896571,A6-PFG,Abu Dhabi Amiri Flight,Boeing 787-BBJ,B789,Gov
896572,A6-PFH,Abu Dhabi Amiri Flight,Boeing 787-BBJ,B789,Gov
A00001,N1,Federal Aviation Administration,Gulfstream G-IV,,
A00002,Goodyear Blimp (Wingfoot One),,,,
A00212,N1XC,Private,DHC-1 Super Chipmunk,,
A0025B,Goodyear Blimp,,,,
A00E20,N102WK,Willis Knighton Medical Center,F90 King Air,,
A022E9,N108F,Dept of Homeland Security,King Air 350CER,,
A02B06,N11N,Private,BIPLANE,,
A031E0,N111WB,REVA Air Ambulance,Learjet 35,,
A034C6,N112MT,Reach Air Medical,Eurocopter EC130,,
A03760,N113AH,TVPX Aircraft Solutions Inc Trustee,Eurocopter MBB-BK 117 C-2 (EC145),,
A03ECF,N115AJ,Google,Dassault-Breguet Alpha Jet,,
A03F75,N115H,Dept of Homeland Security,King Air 350CER,,
A0441D,N116SR,US Department of Energy,Eurocopter EC145,EC45,Gov
A047D4,N117SR,US Department of Energy,Eurocopter EC145,EC45,Gov
A054E1,N120NC,Express Air Medical Transport,B200 Super King Air,,
A06DBF,N127AM,Air Methods,AW.109E Power,,
A06DED,N127CH,REACH Air Medical Services,Eurocopter EC130 T2,,
A06F0A,N127PT,Express Air Medical Transport,IAI 1124 Westwind,,
A07555,N129CB,Air Methods,Learjet 45XR,,
A07C1A,N130KH,Ohio Medical Transportation,Eurocopter EC130 B4,,
A07C57,N130MU,Ohio Medical Transportation,Eurocopter EC130 B4,,
A07EF1,N131AJ,REVA Air Ambulance,Learjet 35A,,
A0835B,N132HN,HealthNet Aeromedical Services,Eurocopter EC130 B4,,
A08712,N133HN,HealthNet Aeromedical Services,Eurocopter EC130 B4,,
A08DCD,N135AJ,Peak Medevac,Learjet 35,,
A08E17,N135DH,Mary Hitchcock Medical Center,Eurocopter EC135,,
A08EEC,N135MW,Midwest Medical Transport,Eurocopter EC135 P2+,,
A08F5C,N135SH,Medway Air Ambulance,Learjet 35A,,
A09CAC,N139AM,Air Methods,Eurocopter EC135 T2+,,
A09D5C,N139HN,HealthNet Aeromedical Services,Eurocopter EC130 B4,,
A0A798,N141NE,Boston MedFlight,Eurocopter EC145,,
A0AA61,N142CS,US Customs and Border Protection,P-3B AEW Orion,,
A0AE18,N143CS,US Customs and Border Protection,P-3B AEW Orion,,
A0AF06,N143NE,Boston MedFlight,Eurocopter EC145,,
A0B1CF,N144CS,US Customs and Border Protection,P-3B AEW Orion,,
A0B2BD,N144NE,Boston MedFlight,Eurocopter EC145,,
A0B586,N145CS,US Customs and Border Protection,P-3B AEW Orion,,
A0B5DF,N145GF,Washington County EMS,Eurocopter MBB-BK 117 C-2 (EC145),,
A0B5FF,N145HN,HealthNet Aeromedical Services,MBB-Kawasaki BK 117 C-2,,
A0B674,N145NE,Boston MedFlight,Eurocopter EC145,,
A0B6DC,N145SJ,Air Methods,Eurocopter EC145,,
A0B93D,N146CS,US Customs and Border Protection,P-3B AEW Orion,,
A0BCF4,N147CS,US Customs and Border Protection,P-3B AEW Orion,,
A0C0AB,N148CS,US Customs and Border Protection,P-3B AEW Orion,,
A0C462,N149CS,US Customs and Border Protection,P-3B AEW Orion,,
A0C628,N149WW,Aero Air,Cessna Citation CJ3,,
A0CA9D,N150EK,Private,BIPLANE,,
A0CF44,N151Q,Dept of Homeland Security,King Air 350CER,,
A0CF79,Scaled Composites ARES,,,,
A0DAC5,N154TS,Falcon Aviation Holdings,Boeing 737-89L,B738,Civ
A0DE90,N155UM,University of Michigan,Eurocopter EC155 B1,,
A0E247,N156UM,University of Michigan,Eurocopter EC155 B1,,
A0E5FE,N157UM,University of Michigan,Eurocopter EC155 B1,,
A0F0E5,N16S,Private,BIPLANE,,
A0F0F1,N16SM,Select Medical Corp,BAe 125,,
A0F740,N161V,Dept of Homeland Security,King Air 350CER,,
A0F9B2,N162G,Dept of Homeland Security,King Air 350CER,,
A0F9E7,N162JC,Jim Carrey,Gulfstream G500,,
A0FA44,N162MW,Midwest Medical Transport,Eurocopter EC135 P1,,
A0FCF2,N163BF,Bayflite,Eurocopter EC135 P2+,,
A0FE3F,N725DT,Donald Trump,,,
A0FEBB,N628TS,Elon Musk,,,
A1091D,N166MT,Johns Hopkins All Childrens Hospital,Eurocopter EC135 P2+,,
A116EC,N17AZ,Trinity Air Ambulance,Learjet 35A,,
A12F83,N176AM,Spectrum Health,Sikorsky S-76 C,,
A136FE,N178B,Missile Defence Agency,Grumman GII,,
A1402E,N18V,Private,BIPLANE,,
A1436B,N18028,Private,BIPLANE,,
A1439F,N1804Q,Private,DHC-1 Super Chipmunk,,
A1449C,N181CG,Classic Air Medical,E90 King Air,,
A15186,N184WK,Milwaukee Regional Medical Center,MBB-Kawasaki BK 117 C-2,,
A15C88,N187V,Dept of Homeland Security,King Air 350CER,,
A17016,N192F,Dept of Homeland Security,King Air 350CER,,
A1774A,N194CS,Northeast Montana State Air Ambulance,Pilatus PC-12 45,,
A17F4D,N196JR,Private,BIPLANE,,
A1820B,N1969C,P. Diddy,Gulfstream G-V,,
A184D8,N1972P,Private,BIPLANE,,
A186F6,Taylor Swift,,,,
A18B36,N199SM,Mercy St Vincent Medical Center,Eurocopter AS365 N2 Dauphin,,
A18D51,N2A,Goodyear Tire & Rubber Company,Zeppelin NT N07,,
A19040,N20G,Goodyear Tire & Rubber Company,Gulfstream G450,,
A19122,N20RA,Janet Airlines,Beechcraft 1900,,
A19159,N20TF,Comanche Warbirds,North American TP-51A Mustang,,
A19B53,N202VG,Virgin Galactic,Spaceship Two,,
A1A64D,N205TP,Remote Medical Flights,Pilatus PC-6 B2-H4,,
A1AB42,N20646,US Department of Energy,Bell 206L Long Ranger,B06,Gov
A1BAD9,N210PT,Classic Air Medical,Pilatus PC-12 45,,
A1BDCC,N211FX,Fairfax County Police,Bell 429 GlobalRanger,B429,
A1C0FB,N212AL,Aero Air,Pilatus PC-12 47E,,
A1C183,N212FX,Fairfax County Police,Bell 429 GlobalRanger,B429,
A1C237,N212PB,Classic Air Medical,Pilatus PC-12 45,,
A1C4B2,N213AL,Air Methods,Pilatus PC-12 47E,,
A1C869,N214AL,Air Methods,Pilatus PC-12 47E,,
A1CA5F,Maryland One,,,,
A1D898,N218Q,Dept of Homeland Security,King Air 350CER,,
A1DFFB,N22PP,United States Park Police,Bell 412,,
A1E044,N22SM,Select Medical Corp,BAe 125,,
A1EFE9,N224AM,Air Methods,Bell 407,,
A1F7AA,N226DV,Private,BIPLANE,,
A1FB3C,N227CH,Medical Air,SOCATA TBM 700C2,,
A1FEF3,N228CH,Medical Air,SOCATA TBM 700B,,
A20A32,N230TJ,Air Methods,Eurocopter EC130 T2,,
A20A81,Colorado One,,,,
A20F61,N2316,Nuclear Security Administration,B350 Super King Air,B350,Gov
A20F84,N2317,Nuclear Security Administration,B350 Super King Air,B350,Gov
A20FCA,N2319,Nuclear Security Administration,B350 Super King Air,B350,Gov
A21557,N233TJ,Aero Air,Cessna Citation CJ3,,
A21C16,N235LJ,REVA Air Ambulance,Learjet 35A,,
A22145,N2361,Private,BIPLANE,,
A22E3C,N24G,Goodyear Tire & Rubber Company,Gulfstream G150,,
A22E76,N24JH,Private,DHC-1 Super Chipmunk,,
A233C2,N241AM,Air Methods,Eurocopter EC135 P2+,,
A234DB,N241MT,Aerocare,Bell 407,,
A23503,N241PH,PHI Health,B200 Super King Air,,
A24796,N246PH,PHI Health,B200 Super King Air,,
A24B2C,N247N,Classic Air Medical,Pilatus PC-12 45,,
A24BDC,Scaled Composites/VisionAire Vantage,,,,
A24F04,N248PH,PHI Health,B200 Super King Air,,
A24F76,N248TX,Private,Extra EA-300LT,,
A25188,N249BA,Boeing,Boeing 747 Dreamlifter,,
A262AE,N253AL,Air Methods,Learjet 45,,
A263EB,N253PC,Classic Air Medical,Pilatus PC-12 45,,
A26B9C,N255RV,REVA Air Ambulance,Learjet 55,,
A278F9,N259AM,Air Methods Corp,Eurocopter EC-130 B4,,
A27E80,N26VA,Virginia State Police,Bell 407,,
A296C2,N266RD,Guardian Flight,C90A King Air,,
A2AE0A,N272BG,Falcon Landing LLC,Gulfstream G550,GLF5,Civ
A2AF86,N272SM,Reach Air Medical,AgustaWestland A.109 E Power,,
A2B2D2,N273NE,Boston MedFlight,Eurocopter EC145,,
A2B320,N273RH,Janet Airlines,Boeing 737NG,,
A2B6F4,N274SM,Reach Air Medical,AgustaWestland A.109 E Power,,
A2CFFC,Missouri One,,,,
A2D307,Scaled Composites - Model 281 Proteus,,,,
A2EC0C,N288DP,Janet Airlines,Boeing 737NG,,
A30243,N293SV,Mercy St Vincent Medical Center,Eurocopter AS365 N2 Dauphin,,
A316F4,CIA/Aero Contractors,,,,
A31AA0,Goodyear Blimp (Wingfoot Three),,,,
A31DAE,N30HF,HALO-Flight Inc,Bell 407,,
A31E86,N30RX,Reach Air Medical,Eurocopter EC135,,
A32456,N301PH,PHI Health,Eurocopter EC135 P2,,
A3276A,N302GV,Seven Bar Aviation,Embraer Phenom 300,,
A3280D,N302PH,PHI Health,Eurocopter EC135 P2,,
A3284B,N302RV,REVA Air Ambulance,Learjet 45,,
A32BC4,N303PH,PHI Health,Eurocopter EC135 P2,,
A32ED8,N304GV,Seven Bar Aviation,Embraer Phenom 300,,
A32EF8,livery,,,,
A32F7B,N304PH,PHI Health,Eurocopter EC135 P2,,
A33332,N305PH,PHI Health,Eurocopter EC135 P2,,
A33AFF,N307TC,Travis County Emergency Services,Leonardo AW.169,,
A33DB4,N308GV,Seven Bar Aviation,Embraer Phenom 300,,
A33E22,N308ME,Air Methods,Eurocopter EC135 T2,,
A33EB6,N308TC,Travis County Emergency Services,Leonardo AW.169,,
A3452D,N31HF,HALO-Flight Inc,Bell 407,,
A345AF,N31NL,Private,BIPLANE,,
A34605,N31RX,Reach Air Medical,Eurocopter EC135,,
A3477B,N310GV,Seven Bar Aviation,Embraer Phenom 300,,
A34877,N310SX,Falcon Landing LLC,Not Yet Allocated,ZZZZ,Civ
A34BD5,N311PH,PHI Health,Eurocopter EC135 P2,,
A34F8C,N312PH,PHI Health,Eurocopter EC135 P2,,
A34FCC,N312RX,Reach Air Medical,Eurocopter EC135 P2+,,
A35383,N313RX,Reach Air Medical,Eurocopter EC135,,
A35657,N314GV,Seven Bar Aviation,Embraer Phenom 300,,
A356FA,N314PH,PHI Health,Eurocopter EC135 P2,,
A3573A,N314RX,Reach Air Medical,Eurocopter EC135,,
A35A88,N315MS,MedStar,Eurocopter EC135,,
A35AF1,N315RX,Methodist Air Care,Eurocopter EC135,,
A35EA8,N316RX,REACH Air Medical Services,Eurocopter EC135,,
A3625F,N317RX,Reach Air Medical,Eurocopter EC135,,
A36616,N318RX,Reach Air Medical,Eurocopter EC135,,
A36624,Scaled Composites SpaceShipOne,,,,
A3685D,N319BD,Janet Airlines,Boeing 737NG,,
A369CD,N319RX,Reach Air Medical,Eurocopter EC135,,
A36B08,N3193G,Yankee Air Force,Boeing B-17G Flying Fortress,,
A36CAE,N32HH,PHI Health,Learjet 31A,,
A37394,N321RX,Reach Air Medical,Eurocopter EC135 P2+,,
A3774B,N322RX,Reach Air Medical,Eurocopter EC135 P3,,
A37B02,N323RX,Reach Air Medical,Eurocopter EC135,,
A37E79,N324PH,PHI Health,Eurocopter EC135 P2+,,
A37EB9,N324RX,Reach Air Medical,Eurocopter EC135,,
A38230,N325PH,PHI Health,Eurocopter EC135 P2+,,
A3910C,N329PH,PHI Health,Eurocopter EC135 P2,,
A3942B,N33HF,HALO-Flight Inc,Bell 407,,
A3943F,N33JA,Classic Air Medical,Pilatus PC-12 45,,
A3971C,N330PH,PHI Health,Eurocopter EC135 P2+,,
A399C3,N331CL,Massachusetts Institute Of Technology,Saab 340B,,
A39E8A,N332PH,PHI Health,Eurocopter EC135 P2+,,
A3A8B5,N335DH,Mary Hitchcock Medical Center,Eurocopter EC135,,
A3B11D,N337PH,PHI Health,Eurocopter EC135 P2+,,
A3C24A,N341P,PHI Health,Eurocopter AS350 Squirrel B3,,
A3CD77,N344PH,PHI Health,Eurocopter EC135 P2+,,
A3D0F5,N345MA,Medway Air Ambulance,Learjet 45,,
A3DC2A,N348MS,Virgin Galactic,White Knight Two,,
A3DC4E,N348PC,Guardian Flight,Pilatus PC-12 45,,
A3E2DF,N35EG,Chatfield Air Ambulance,Learjet 35A,,
A3E8EE,N351EF,Medway Air Ambulance,Learjet 35A,,
A3EA1F,N351SL,Stratolauncher,Stratolauncher Roc,,
A3F137,N353P,PHI Health,Eurocopter AS350 Squirrel B3,,
A3F413,N354EF,Medway Air Ambulance,Learjet 35A,,
A3F906,Scaled Composites/Grumman 355,,,,
A40B80,N36RX,Reach Air Medical,Eurocopter EC135,,
A40B91,N36SP,Kentucky State Police,Gates C-21A,,
A41564,N362TA,Top Aces Inc,Douglas A-4N Ayit,,
A4161E,N3620M,Sanford Medical Center,B200 Super King Air,,
A41722,southwest star wars,,,,
A42078,N365SJ,Mercy St Vincent Medical Center,Eurocopter AS365 N Dauphin,,
A4207F,N365SR,Janet Airlines,Boeing 737NG,,
A4269E,Scaled Composites Model 367 BiPod,,,,
A432FF,N37RX,Reach Air Medical,Eurocopter EC135,,
A4340E,N370CS,Calstar,B200 Super King Air,,
A43518,N370PH,PHI Health,Eurocopter EC135 P2+,,
A43556,N370RV,REVA Air Ambulance,Learjet 45,,
A44BBF,N376TA,Top Aces Inc,Douglas A-4N Ayit,,
A450B0,N3774,Yankee Air Force,North American B-25C Mitchell,,
A45A7E,N38RX,Reach Air Medical,Eurocopter EC135,,
A46018,N381MD,Maryland State Police,AgustaWestland AW.139,,
A463CF,N382MD,Maryland State Police,AgustaWestland AW.139,,
A46464,N382TC,Trinity Air Ambulance,Learjet 35,,
A46786,N383MD,Maryland State Police,AgustaWestland AW.139,,
A46811,N383ST,Michigan State Police,Bell 407GX,,
A46A5E,N384CF,Medway Air Ambulance,Learjet 35A,,
A46B3D,N384MD,Maryland State Police,AgustaWestland AW.139,,
A46B73,N384PH,PHI Health,Eurocopter EC135 P2+,,
A46EF4,N385MD,Maryland State Police,AgustaWestland AW.139,,
A472AB,N386MD,Maryland State Police,AgustaWestland AW.139,,
A472D9,N386P,PHI Health,Eurocopter AS350 Squirrel B3,,
A47662,N387MD,Maryland State Police,AgustaWestland AW.139,,
A476F5,N387TA,Top Aces Inc,Douglas A-4N Ayit,,
A47A19,N388MD,Maryland State Police,AgustaWestland AW.139,,
A47A4F,N388PH,PHI Health,Eurocopter EC135 P2+,,
A47DD0,N389MD,Maryland State Police,AgustaWestland AW.139,,
A481FD,N39RX,Methodist Air Care,Eurocopter EC135,,
A4834A,N390FD,Contra Costa County Consolidated Fire Department,Eurocopter EC145,,
A483E0,N390MD,Maryland State Police,AgustaWestland AW.139,,
A48473,N390TA,Top Aces Inc,Douglas A-4N Ayit,,
A487CD,N391PH,PHI Health,Eurocopter EC135 P2+,,
A491E3,N394CM,Aero Air,Cessna Citation Mustang,,
A495B7,N395DR,Express Air Medical Transport,Piper PA-42 Cheyenne III,,
A4A7EF,Goodyear Blimp,,,,
A4B03F,CIA,,,,
A4B158,N401LF,Life Flight,Bell 407,,
A4B202,N401TA,Top Aces Inc,Douglas A-4N Ayit,,
A4B269,Scaled Composites 401 Sierra,,,,
A4B273,Scaled Composites 401 Sierra,,,,
A4B421,N402AT,Aero Air,Embraer ERJ-135LR,,
A4B425,N402AX,Airborne Tactical Advantage,IAI Kfir C2,,
A4B7DC,N403AX,Airborne Tactical Advantage,IAI Kfir C2,,
A4B913,N403PH,PHI Health,Bell 407,,
A4B960,N403SK,US Customs and Border Protection,P-3B LRT Orion,,
A4BCCA,N404PH,PHI Health,Bell 407,,
A4BFD3,N405GJ,Trinity Air Ambulance,Learjet 35A,,
A4C301,N706AX,Airborne Tactical Advantage,IAI Kfir,,
A4C6B8,N407AX,Airborne Tactical Advantage,IAI Kfir,,
A4C76A,N407J,Haiti Air Ambulance,Bell 407,,
A4C78B,N407KH,Kalispell Regional Medical Center,Bell 407,,
A4C84C,N407TA,Top Aces Inc,Douglas A-4N Ayit,,
A4C88E,N407VS,Kalispell Regional Medical Center,Bell 407GX,,
A4CAF0,N408GA,Air Methods,Bell 407,,
A4CB5E,N408LL,SEMSA Air Ambulance,Bell 407,,
A4CF5D,N409PH,PHI Health,Bell 407,,
A4D827,N411DE,US Department of Energy,Bell 412HP,B412,Gov
A4D91C,N411P,PHI Health,Bell 407,,
A4DBDE,N412DE,US Department of Energy,Bell 412HP,B412,Gov
A4DC24,N412G,Dept of Homeland Security,King Air 350CER,,
A4DD1B,N412RX,REACH Air Medical Services,Eurocopter EC130 T2,,
A4E0D2,N413RX,Reach Air Medical,Eurocopter EC130 T2,,
A4E411,N414MB,Private,BIPLANE,,
A4E85D,N415TA,Top Aces Inc,Douglas A-4N Ayit,,
A4EE26,N417AE,Air Evac Lifeteam,Bell Jet Ranger,,
A4F325,N418PH,PHI Health,Bell 407,,
A4F670,N419K,Dept of Homeland Security,King Air 350CER,,
A4F6D4,N419P,PHI Health,Bell 407,,
A500A3,N421PH,PHI Health,Bell 407,,
A5085E,N423SK,US Customs and Border Protection,P-3B LRT Orion,,
A51336,N426PH,PHI Health,Bell 407,,
A516ED,N427PH,PHI Health,Bell 407,,
A51AA4,N428PH,PHI Health,Bell 407,,
A51DC3,N429HF,HALO-Flight Inc,Bell 429 GlobalRanger,,
A51E0E,N429LF,Life Flight,Bell 429 GlobalRanger,,
A51E5B,N429PH,PHI Health,Bell 407,,
A521DE,N43MF,Med Flight Air Ambulance,Learjet 35A,,
A5241E,N430LF,Life Flight Network,Bell 429 GlobalRanger,,
A526F5,N431BG,Bismarck Air Medical,C90 King Air,,
A527D5,N431LF,Life Flight,Bell 429 GlobalRanger,,
A5281A,N431P,PHI Health,Bell 407,,
A5286F,N431SK,US Customs and Border Protection,P-3B LRT Orion,,
A52B8C,N432LF,Life Flight,Bell 429 GlobalRanger,,
A52F88,N433P,PHI Health,Bell 407,,
A53347,N434PH,PHI Health,Bell 407,,
A535FF,N435DC,Guardian Flight,Learjet 45XR,,
A54261,N438RV,REVA Air Ambulance,Learjet 45,,
A545DA,N439PH,PHI Health,Bell 407,,
A54F9C,N441PC,REVA Air Ambulance,Learjet 35A,,
A55B0C,N444SC,Jay Z,Gulfstream G-V,,
A55BA4,N444YE,Life Flight,Eurocopter EC135,,
A5605B,CIA/Aero Contractors,,,,
A56412,CIA/Aero Contractors,,,,
A565EB,N447PH,PHI Health,Bell 407,,
A56BE9,CIA/Aero Contractors,,,,
A56FC8,N45AE,Trinity Air Ambulance,Learjet 35A,,
A570DC,N45MF,Med Flight Air Ambulance,Learjet 35A,,
A57369,N450PH,PHI Health,Bell 407,,
A57720,N451PH,PHI Health,Bell 407,,
A5777D,N451TA,Top Aces Inc,Douglas A-4N Ayit,,
A57AA5,N452MH,Memorial Hermann Life Flight,Eurocopter MBB-BK 117 C-2 (EC145),,
A57E5C,N453MH,Memorial Hermann Life Flight,Eurocopter MBB-BK 117 C-2 (EC145),,
A57E8E,N453PH,PHI Health,Bell 407,,
A57EB8,N453R,PHI Health,Bell 407,,
A58213,N454MH,Memorial Hermann Life Flight,Eurocopter MBB-BK 117 C-2 (EC145),,
A585CA,N455MH,Memorial Hermann Life Flight,Eurocopter MBB-BK 117 C-2 (EC145),,
A58A19,N456TK,Memorial Hermann Life Flight,Eurocopter MBB-BK 117 C-2 (EC145),,
A58CE9,N457JD,Memorial Hermann Life Flight,Eurocopter MBB-BK 117 C-2 (EC145),,
A594B0,N459MT,Med-Trans,Eurocopter EC135 P2+,,
A5985B,N46MF,Med Flight Air Ambulance,Learjet 35A,,
A598BF,N46RF,NOAA,,,
A5A24E,N462P,PHI Health,Bell 407,,
A5A8E2,N464EG,Aero Air,Cessna Citation CJ4,,
A5AD73,N465P,PHI Health,Bell 407,,
A5B4E9,N467PH,PHI Health,Bell 407,,
A5BCC0,Airbus Zephyr 8,,,,
A5BFDA,N47MF,Med Flight Air Ambulance,Learjet 35A,,
A5C292,N470RA,Rocky Mountian Holdings LLC,Bell 407,,
